Date,Vegetable,Price,Location,Farmer
2023-07-12,Capsicum,37.85,Chromepet,Farmer J
2023-07-13,Tomato,18.34,Anna Nagar,Farmer C
2023-07-13,Potato,16.38,T. Nagar,Farmer G
2023-07-13,Onion,33.15,Anna Nagar,Farmer J
2023-07-13,Carrot,27.33,Guindy,Farmer C
2023-07-13,Cabbage,13.41,Tambaram,Farmer I
2023-07-13,Spinach,12.1,Tambaram,Farmer B
2023-07-13,Cauliflower,21.35,Potheri,Farmer I
2023-07-13,Broccoli,32.51,Kodambakkam,Farmer B
2023-07-13,Eggplant,25.46,Guindy,Farmer C
2023-07-13,Capsicum,44.37,Adyar,Farmer A
2023-07-14,Tomato,19.31,Potheri,Farmer D
2023-07-14,Potato,17.66,Chromepet,Farmer I
2023-07-14,Onion,29.46,T. Nagar,Farmer J
2023-07-14,Carrot,21.65,Adyar,Farmer A
2023-07-14,Cabbage,22.9,Potheri,Farmer J
2023-07-14,Spinach,11.53,Anna Nagar,Farmer B
2023-07-14,Cauliflower,20.54,Thiruvanmiyur,Farmer A
2023-07-14,Broccoli,35.75,Adyar,Farmer A
2023-07-14,Eggplant,29.64,Tambaram,Farmer C
2023-07-14,Capsicum,36.46,Thiruvanmiyur,Farmer C
2023-07-15,Tomato,16.48,Guindy,Farmer G
2023-07-15,Potato,19.88,Guindy,Farmer I
2023-07-15,Onion,28.93,Adyar,Farmer F
2023-07-15,Carrot,24.75,Velachery,Farmer G
2023-07-15,Cabbage,18.65,Velachery,Farmer I
2023-07-15,Spinach,11.81,Kodambakkam,Farmer C
2023-07-15,Cauliflower,23.53,Adyar,Farmer H
2023-07-15,Broccoli,37.88,Adyar,Farmer J
2023-07-15,Eggplant,31.48,Potheri,Farmer E
2023-07-15,Capsicum,39.4,Velachery,Farmer A
2023-07-16,Tomato,17.37,Kodambakkam,Farmer C
2023-07-16,Potato,11.22,Anna Nagar,Farmer A
2023-07-16,Onion,34.72,Chromepet,Farmer C
2023-07-16,Carrot,25.4,Adyar,Farmer A
2023-07-16,Cabbage,19.44,Potheri,Farmer G
2023-07-16,Spinach,9.17,Guindy,Farmer B
2023-07-16,Cauliflower,19.8,Guindy,Farmer E
2023-07-16,Broccoli,37.19,Kodambakkam,Farmer H
2023-07-16,Eggplant,25.0,Chromepet,Farmer G
2023-07-16,Capsicum,37.52,Anna Nagar,Farmer B
2023-07-17,Tomato,22.86,Velachery,Farmer F
2023-07-17,Potato,10.51,Velachery,Farmer G
2023-07-17,Onion,27.17,Anna Nagar,Farmer A
2023-07-17,Carrot,26.76,Kodambakkam,Farmer C
2023-07-17,Cabbage,15.79,Thiruvanmiyur,Farmer E
2023-07-17,Spinach,8.88,Guindy,Farmer D
2023-07-17,Cauliflower,17.71,Tambaram,Farmer C
2023-07-17,Broccoli,34.01,Potheri,Farmer F
2023-07-17,Eggplant,29.08,Adyar,Farmer H
2023-07-17,Capsicum,37.99,Chromepet,Farmer F
2023-07-18,Tomato,24.66,T. Nagar,Farmer C
2023-07-18,Potato,10.51,Chromepet,Farmer C
2023-07-18,Onion,28.74,Guindy,Farmer F
2023-07-18,Carrot,26.55,Kodambakkam,Farmer F
2023-07-18,Cabbage,21.45,Velachery,Farmer E
2023-07-18,Spinach,9.63,Adyar,Farmer G
2023-07-18,Cauliflower,23.81,Tambaram,Farmer F
2023-07-18,Broccoli,37.01,Chromepet,Farmer E
2023-07-18,Eggplant,24.5,Anna Nagar,Farmer C
2023-07-18,Capsicum,39.63,Adyar,Farmer D
2023-07-19,Tomato,18.81,Anna Nagar,Farmer B
2023-07-19,Potato,14.08,Thiruvanmiyur,Farmer J
2023-07-19,Onion,32.09,Kodambakkam,Farmer G
2023-07-19,Carrot,29.74,Anna Nagar,Farmer F
2023-07-19,Cabbage,14.08,T. Nagar,Farmer D
2023-07-19,Spinach,9.54,Velachery,Farmer J
2023-07-19,Cauliflower,19.86,Adyar,Farmer H
2023-07-19,Broccoli,30.64,Velachery,Farmer I
2023-07-19,Eggplant,28.11,Tambaram,Farmer E
2023-07-19,Capsicum,43.89,T. Nagar,Farmer A
2023-07-20,Tomato,15.34,Thiruvanmiyur,Farmer A
2023-07-20,Potato,12.03,Anna Nagar,Farmer I
2023-07-20,Onion,25.21,Adyar,Farmer D
2023-07-20,Carrot,26.47,Velachery,Farmer H
2023-07-20,Cabbage,17.32,Adyar,Farmer D
2023-07-20,Spinach,12.13,Velachery,Farmer I
2023-07-20,Cauliflower,19.43,Potheri,Farmer I
2023-07-20,Broccoli,36.62,Velachery,Farmer F
2023-07-20,Eggplant,29.77,Anna Nagar,Farmer E
2023-07-20,Capsicum,35.2,Tambaram,Farmer J
2023-07-21,Tomato,23.95,Potheri,Farmer F
2023-07-21,Potato,12.75,Chromepet,Farmer B
2023-07-21,Onion,28.41,Kodambakkam,Farmer C
2023-07-21,Carrot,21.69,Chromepet,Farmer E
2023-07-21,Cabbage,21.08,Anna Nagar,Farmer E
2023-07-21,Spinach,8.78,Kodambakkam,Farmer G
2023-07-21,Cauliflower,17.94,Thiruvanmiyur,Farmer C
2023-07-21,Broccoli,34.41,Tambaram,Farmer D
2023-07-21,Eggplant,23.8,Guindy,Farmer D
2023-07-21,Capsicum,38.7,T. Nagar,Farmer E
2023-07-22,Tomato,20.59,Kodambakkam,Farmer B
2023-07-22,Potato,11.97,Chromepet,Farmer I
2023-07-22,Onion,26.64,Guindy,Farmer E
2023-07-22,Carrot,26.03,Kodambakkam,Farmer F
2023-07-22,Cabbage,14.34,Velachery,Farmer C
2023-07-22,Spinach,6.29,Thiruvanmiyur,Farmer E
2023-07-22,Cauliflower,21.82,Anna Nagar,Farmer E
2023-07-22,Broccoli,33.29,Guindy,Farmer E
2023-07-22,Eggplant,27.66,Guindy,Farmer H
2023-07-22,Capsicum,37.36,Tambaram,Farmer G
2023-07-23,Tomato,19.61,Anna Nagar,Farmer C
2023-07-23,Potato,11.26,Tambaram,Farmer E
2023-07-23,Onion,26.12,Guindy,Farmer C
2023-07-23,Carrot,22.14,Guindy,Farmer I
2023-07-23,Cabbage,19.13,Chromepet,Farmer D
2023-07-23,Spinach,10.05,Potheri,Farmer E
2023-07-23,Cauliflower,18.4,Anna Nagar,Farmer G
2023-07-23,Broccoli,32.46,Velachery,Farmer I
2023-07-23,Eggplant,30.41,Anna Nagar,Farmer J
2023-07-23,Capsicum,39.93,T. Nagar,Farmer C
2023-07-24,Tomato,15.97,Velachery,Farmer B
2023-07-24,Potato,13.17,Velachery,Farmer F
2023-07-24,Onion,34.92,Guindy,Farmer E
2023-07-24,Carrot,23.14,Adyar,Farmer E
2023-07-24,Cabbage,17.56,Chromepet,Farmer F
2023-07-24,Spinach,10.34,Chromepet,Farmer E
2023-07-24,Cauliflower,23.1,Adyar,Farmer D
2023-07-24,Broccoli,38.22,Adyar,Farmer J
2023-07-24,Eggplant,27.58,Guindy,Farmer H
2023-07-24,Capsicum,41.08,Anna Nagar,Farmer E
2023-07-25,Tomato,23.59,Thiruvanmiyur,Farmer A
2023-07-25,Potato,10.27,Velachery,Farmer B
2023-07-25,Onion,27.76,Tambaram,Farmer A
2023-07-25,Carrot,28.42,Guindy,Farmer I
2023-07-25,Cabbage,18.85,Tambaram,Farmer C
2023-07-25,Spinach,13.09,T. Nagar,Farmer A
2023-07-25,Cauliflower,17.84,Adyar,Farmer D
2023-07-25,Broccoli,33.88,Chromepet,Farmer D
2023-07-25,Eggplant,31.15,Tambaram,Farmer H
2023-07-25,Capsicum,38.71,Potheri,Farmer I
2023-07-26,Tomato,19.84,Potheri,Farmer B
2023-07-26,Potato,15.69,Velachery,Farmer I
2023-07-26,Onion,31.03,Kodambakkam,Farmer I
2023-07-26,Carrot,28.05,Anna Nagar,Farmer J
2023-07-26,Cabbage,18.33,Adyar,Farmer F
2023-07-26,Spinach,13.54,T. Nagar,Farmer A
2023-07-26,Cauliflower,24.23,Velachery,Farmer B
2023-07-26,Broccoli,35.03,Tambaram,Farmer A
2023-07-26,Eggplant,26.21,Chromepet,Farmer B
2023-07-26,Capsicum,35.97,Velachery,Farmer C
2023-07-27,Tomato,22.7,Velachery,Farmer C
2023-07-27,Potato,16.78,Thiruvanmiyur,Farmer D
2023-07-27,Onion,32.13,Guindy,Farmer G
2023-07-27,Carrot,24.17,Anna Nagar,Farmer F
2023-07-27,Cabbage,19.92,Guindy,Farmer F
2023-07-27,Spinach,6.93,Tambaram,Farmer A
2023-07-27,Cauliflower,19.48,Tambaram,Farmer H
2023-07-27,Broccoli,30.69,Velachery,Farmer I
2023-07-27,Eggplant,26.48,Kodambakkam,Farmer J
2023-07-27,Capsicum,38.19,T. Nagar,Farmer J
2023-07-28,Tomato,17.83,Chromepet,Farmer E
2023-07-28,Potato,16.07,Tambaram,Farmer B
2023-07-28,Onion,27.6,Anna Nagar,Farmer G
2023-07-28,Carrot,25.7,Potheri,Farmer J
2023-07-28,Cabbage,14.25,Chromepet,Farmer J
2023-07-28,Spinach,10.12,T. Nagar,Farmer E
2023-07-28,Cauliflower,25.27,Chromepet,Farmer A
2023-07-28,Broccoli,33.5,Guindy,Farmer B
2023-07-28,Eggplant,32.09,T. Nagar,Farmer A
2023-07-28,Capsicum,43.55,Tambaram,Farmer D
2023-07-29,Tomato,18.18,Anna Nagar,Farmer F
2023-07-29,Potato,19.81,Velachery,Farmer F
2023-07-29,Onion,34.95,Thiruvanmiyur,Farmer J
2023-07-29,Carrot,28.7,T. Nagar,Farmer D
2023-07-29,Cabbage,18.68,Anna Nagar,Farmer C
2023-07-29,Spinach,8.9,Potheri,Farmer F
2023-07-29,Cauliflower,17.24,Kodambakkam,Farmer I
2023-07-29,Broccoli,30.07,Velachery,Farmer I
2023-07-29,Eggplant,29.76,Anna Nagar,Farmer J
2023-07-29,Capsicum,37.66,Kodambakkam,Farmer C
2023-07-30,Tomato,19.57,T. Nagar,Farmer F
2023-07-30,Potato,13.65,Guindy,Farmer H
2023-07-30,Onion,27.05,Velachery,Farmer C
2023-07-30,Carrot,21.95,Kodambakkam,Farmer D
2023-07-30,Cabbage,21.11,Tambaram,Farmer D
2023-07-30,Spinach,14.15,Adyar,Farmer F
2023-07-30,Cauliflower,17.07,Tambaram,Farmer G
2023-07-30,Broccoli,38.46,Guindy,Farmer D
2023-07-30,Eggplant,31.79,Anna Nagar,Farmer B
2023-07-30,Capsicum,37.46,Thiruvanmiyur,Farmer F
2023-07-31,Tomato,20.12,Anna Nagar,Farmer B
2023-07-31,Potato,15.49,T. Nagar,Farmer F
2023-07-31,Onion,32.76,Anna Nagar,Farmer I
2023-07-31,Carrot,27.46,Kodambakkam,Farmer H
2023-07-31,Cabbage,18.93,Anna Nagar,Farmer F
2023-07-31,Spinach,7.86,Potheri,Farmer H
2023-07-31,Cauliflower,26.18,Velachery,Farmer H
2023-07-31,Broccoli,37.38,Potheri,Farmer D
2023-07-31,Eggplant,29.77,T. Nagar,Farmer E
2023-07-31,Capsicum,39.19,Potheri,Farmer F
2023-08-01,Tomato,21.04,Anna Nagar,Farmer C
2023-08-01,Potato,11.58,Anna Nagar,Farmer I
2023-08-01,Onion,25.23,Thiruvanmiyur,Farmer F
2023-08-01,Carrot,22.61,Kodambakkam,Farmer J
2023-08-01,Cabbage,15.63,Thiruvanmiyur,Farmer E
2023-08-01,Spinach,11.34,Anna Nagar,Farmer H
2023-08-01,Cauliflower,19.15,Adyar,Farmer B
2023-08-01,Broccoli,34.83,Kodambakkam,Farmer D
2023-08-01,Eggplant,29.55,Adyar,Farmer A
2023-08-01,Capsicum,42.21,Chromepet,Farmer D
2023-08-02,Tomato,21.28,Kodambakkam,Farmer E
2023-08-02,Potato,15.54,Anna Nagar,Farmer A
2023-08-02,Onion,33.87,Tambaram,Farmer I
2023-08-02,Carrot,24.71,Tambaram,Farmer A
2023-08-02,Cabbage,19.0,Anna Nagar,Farmer C
2023-08-02,Spinach,14.03,Thiruvanmiyur,Farmer I
2023-08-02,Cauliflower,26.47,T. Nagar,Farmer A
2023-08-02,Broccoli,37.68,Thiruvanmiyur,Farmer G
2023-08-02,Eggplant,32.47,Tambaram,Farmer F
2023-08-02,Capsicum,42.43,Potheri,Farmer J
2023-08-03,Tomato,15.54,Kodambakkam,Farmer G
2023-08-03,Potato,16.76,Chromepet,Farmer D
2023-08-03,Onion,34.6,Potheri,Farmer C
2023-08-03,Carrot,24.31,Chromepet,Farmer B
2023-08-03,Cabbage,14.66,Thiruvanmiyur,Farmer C
2023-08-03,Spinach,10.84,Guindy,Farmer F
2023-08-03,Cauliflower,22.21,Tambaram,Farmer I
2023-08-03,Broccoli,34.76,Anna Nagar,Farmer A
2023-08-03,Eggplant,24.13,Adyar,Farmer H
2023-08-03,Capsicum,44.43,Chromepet,Farmer F
2023-08-04,Tomato,24.15,Velachery,Farmer D
2023-08-04,Potato,12.89,Adyar,Farmer D
2023-08-04,Onion,25.28,Potheri,Farmer G
2023-08-04,Carrot,23.7,Adyar,Farmer C
2023-08-04,Cabbage,14.62,Guindy,Farmer J
2023-08-04,Spinach,10.04,Guindy,Farmer E
2023-08-04,Cauliflower,20.61,T. Nagar,Farmer E
2023-08-04,Broccoli,36.31,Chromepet,Farmer E
2023-08-04,Eggplant,26.27,Anna Nagar,Farmer C
2023-08-04,Capsicum,40.53,Adyar,Farmer H
2023-08-05,Tomato,23.96,Tambaram,Farmer A
2023-08-05,Potato,19.7,Thiruvanmiyur,Farmer I
2023-08-05,Onion,25.12,Guindy,Farmer G
2023-08-05,Carrot,26.63,Guindy,Farmer J
2023-08-05,Cabbage,17.93,Guindy,Farmer C
2023-08-05,Spinach,14.31,Thiruvanmiyur,Farmer G
2023-08-05,Cauliflower,23.42,Tambaram,Farmer J
2023-08-05,Broccoli,36.51,Potheri,Farmer B
2023-08-05,Eggplant,32.7,Adyar,Farmer A
2023-08-05,Capsicum,37.23,Adyar,Farmer F
2023-08-06,Tomato,18.08,T. Nagar,Farmer E
2023-08-06,Potato,18.85,T. Nagar,Farmer J
2023-08-06,Onion,26.17,T. Nagar,Farmer B
2023-08-06,Carrot,27.34,Velachery,Farmer A
2023-08-06,Cabbage,14.77,Velachery,Farmer C
2023-08-06,Spinach,5.01,Tambaram,Farmer I
2023-08-06,Cauliflower,19.34,Guindy,Farmer D
2023-08-06,Broccoli,35.96,Chromepet,Farmer G
2023-08-06,Eggplant,26.99,Velachery,Farmer E
2023-08-06,Capsicum,36.43,Chromepet,Farmer E
2023-08-07,Tomato,16.35,Velachery,Farmer A
2023-08-07,Potato,13.68,Potheri,Farmer F
2023-08-07,Onion,31.59,Adyar,Farmer A
2023-08-07,Carrot,29.4,Tambaram,Farmer H
2023-08-07,Cabbage,20.1,T. Nagar,Farmer E
2023-08-07,Spinach,9.64,Tambaram,Farmer H
2023-08-07,Cauliflower,23.64,Anna Nagar,Farmer H
2023-08-07,Broccoli,39.36,Chromepet,Farmer J
2023-08-07,Eggplant,24.63,Potheri,Farmer A
2023-08-07,Capsicum,39.69,Thiruvanmiyur,Farmer F
2023-08-08,Tomato,17.57,Thiruvanmiyur,Farmer B
2023-08-08,Potato,17.35,Kodambakkam,Farmer J
2023-08-08,Onion,33.0,Anna Nagar,Farmer I
2023-08-08,Carrot,23.73,Velachery,Farmer E
2023-08-08,Cabbage,15.93,T. Nagar,Farmer I
2023-08-08,Spinach,10.16,Tambaram,Farmer C
2023-08-08,Cauliflower,19.2,Potheri,Farmer C
2023-08-08,Broccoli,35.19,Anna Nagar,Farmer J
2023-08-08,Eggplant,30.97,Potheri,Farmer B
2023-08-08,Capsicum,42.21,Chromepet,Farmer H
2023-08-09,Tomato,21.45,Chromepet,Farmer C
2023-08-09,Potato,12.86,Guindy,Farmer H
2023-08-09,Onion,31.32,Thiruvanmiyur,Farmer F
2023-08-09,Carrot,21.17,Adyar,Farmer I
2023-08-09,Cabbage,16.66,Guindy,Farmer E
2023-08-09,Spinach,11.6,Adyar,Farmer F
2023-08-09,Cauliflower,19.8,Anna Nagar,Farmer D
2023-08-09,Broccoli,30.98,T. Nagar,Farmer A
2023-08-09,Eggplant,31.24,Potheri,Farmer A
2023-08-09,Capsicum,42.81,Velachery,Farmer J
2023-08-10,Tomato,16.24,Adyar,Farmer A
2023-08-10,Potato,17.85,Anna Nagar,Farmer D
2023-08-10,Onion,32.5,Velachery,Farmer C
2023-08-10,Carrot,24.77,T. Nagar,Farmer A
2023-08-10,Cabbage,15.23,Tambaram,Farmer H
2023-08-10,Spinach,13.43,Guindy,Farmer F
2023-08-10,Cauliflower,17.24,Guindy,Farmer H
2023-08-10,Broccoli,34.96,T. Nagar,Farmer E
2023-08-10,Eggplant,31.99,Potheri,Farmer D
2023-08-10,Capsicum,36.91,Adyar,Farmer C
2023-08-11,Tomato,21.21,Thiruvanmiyur,Farmer E
2023-08-11,Potato,18.75,Velachery,Farmer B
2023-08-11,Onion,33.29,Chromepet,Farmer G
2023-08-11,Carrot,28.41,Velachery,Farmer G
2023-08-11,Cabbage,16.77,Guindy,Farmer B
2023-08-11,Spinach,8.86,Chromepet,Farmer J
2023-08-11,Cauliflower,18.63,Thiruvanmiyur,Farmer D
2023-08-11,Broccoli,30.44,Tambaram,Farmer B
2023-08-11,Eggplant,31.03,Thiruvanmiyur,Farmer A
2023-08-11,Capsicum,35.66,T. Nagar,Farmer G
2023-08-12,Tomato,17.8,Tambaram,Farmer F
2023-08-12,Potato,13.02,Adyar,Farmer D
2023-08-12,Onion,30.8,T. Nagar,Farmer I
2023-08-12,Carrot,20.05,Thiruvanmiyur,Farmer I
2023-08-12,Cabbage,20.11,Guindy,Farmer B
2023-08-12,Spinach,8.53,Chromepet,Farmer H
2023-08-12,Cauliflower,22.54,Anna Nagar,Farmer A
2023-08-12,Broccoli,32.44,Tambaram,Farmer C
2023-08-12,Eggplant,24.01,T. Nagar,Farmer G
2023-08-12,Capsicum,42.65,Adyar,Farmer I
2023-08-13,Tomato,19.16,Tambaram,Farmer I
2023-08-13,Potato,13.83,Kodambakkam,Farmer F
2023-08-13,Onion,31.91,Anna Nagar,Farmer B
2023-08-13,Carrot,29.97,Kodambakkam,Farmer I
2023-08-13,Cabbage,15.18,Tambaram,Farmer I
2023-08-13,Spinach,12.68,Velachery,Farmer J
2023-08-13,Cauliflower,24.63,Guindy,Farmer A
2023-08-13,Broccoli,35.6,Potheri,Farmer G
2023-08-13,Eggplant,25.64,Chromepet,Farmer A
2023-08-13,Capsicum,40.05,Velachery,Farmer C
2023-08-14,Tomato,15.62,Chromepet,Farmer F
2023-08-14,Potato,13.84,Thiruvanmiyur,Farmer C
2023-08-14,Onion,34.99,Anna Nagar,Farmer F
2023-08-14,Carrot,23.08,Adyar,Farmer B
2023-08-14,Cabbage,18.95,Kodambakkam,Farmer D
2023-08-14,Spinach,11.02,Guindy,Farmer G
2023-08-14,Cauliflower,22.19,Anna Nagar,Farmer F
2023-08-14,Broccoli,35.96,Thiruvanmiyur,Farmer C
2023-08-14,Eggplant,24.95,Tambaram,Farmer D
2023-08-14,Capsicum,43.3,Chromepet,Farmer G
2023-08-15,Tomato,20.05,Thiruvanmiyur,Farmer B
2023-08-15,Potato,10.68,Adyar,Farmer D
2023-08-15,Onion,26.38,Tambaram,Farmer H
2023-08-15,Carrot,21.68,Tambaram,Farmer C
2023-08-15,Cabbage,17.01,Thiruvanmiyur,Farmer G
2023-08-15,Spinach,13.13,Chromepet,Farmer D
2023-08-15,Cauliflower,21.28,Velachery,Farmer E
2023-08-15,Broccoli,36.72,Adyar,Farmer C
2023-08-15,Eggplant,24.72,Kodambakkam,Farmer H
2023-08-15,Capsicum,37.95,Guindy,Farmer G
2023-08-16,Tomato,19.26,Adyar,Farmer I
2023-08-16,Potato,15.68,Chromepet,Farmer G
2023-08-16,Onion,33.24,Thiruvanmiyur,Farmer D
2023-08-16,Carrot,22.42,Chromepet,Farmer D
2023-08-16,Cabbage,19.34,T. Nagar,Farmer H
2023-08-16,Spinach,7.22,Velachery,Farmer B
2023-08-16,Cauliflower,22.97,T. Nagar,Farmer F
2023-08-16,Broccoli,31.0,Tambaram,Farmer D
2023-08-16,Eggplant,28.88,Chromepet,Farmer H
2023-08-16,Capsicum,35.66,Anna Nagar,Farmer F
2023-08-17,Tomato,23.31,Adyar,Farmer E
2023-08-17,Potato,16.61,Tambaram,Farmer G
2023-08-17,Onion,30.92,Velachery,Farmer B
2023-08-17,Carrot,22.52,Anna Nagar,Farmer I
2023-08-17,Cabbage,21.81,Thiruvanmiyur,Farmer I
2023-08-17,Spinach,6.02,Anna Nagar,Farmer A
2023-08-17,Cauliflower,22.47,Guindy,Farmer A
2023-08-17,Broccoli,37.42,Guindy,Farmer H
2023-08-17,Eggplant,26.74,Chromepet,Farmer F
2023-08-17,Capsicum,41.38,Kodambakkam,Farmer G
2023-08-18,Tomato,18.66,Adyar,Farmer E
2023-08-18,Potato,14.2,Kodambakkam,Farmer I
2023-08-18,Onion,29.72,T. Nagar,Farmer H
2023-08-18,Carrot,21.14,Adyar,Farmer J
2023-08-18,Cabbage,14.19,Potheri,Farmer I
2023-08-18,Spinach,10.35,Velachery,Farmer B
2023-08-18,Cauliflower,21.68,T. Nagar,Farmer H
2023-08-18,Broccoli,35.11,Thiruvanmiyur,Farmer I
2023-08-18,Eggplant,27.85,Tambaram,Farmer D
2023-08-18,Capsicum,42.19,Velachery,Farmer C
2023-08-19,Tomato,20.63,T. Nagar,Farmer C
2023-08-19,Potato,14.6,Potheri,Farmer G
2023-08-19,Onion,25.43,Kodambakkam,Farmer E
2023-08-19,Carrot,23.65,Anna Nagar,Farmer D
2023-08-19,Cabbage,13.26,Kodambakkam,Farmer J
2023-08-19,Spinach,8.81,Tambaram,Farmer E
2023-08-19,Cauliflower,17.71,Tambaram,Farmer D
2023-08-19,Broccoli,39.91,Chromepet,Farmer D
2023-08-19,Eggplant,25.45,Velachery,Farmer J
2023-08-19,Capsicum,38.34,Chromepet,Farmer A
2023-08-20,Tomato,16.02,Guindy,Farmer H
2023-08-20,Potato,13.51,Chromepet,Farmer F
2023-08-20,Onion,33.48,Kodambakkam,Farmer G
2023-08-20,Carrot,21.33,T. Nagar,Farmer D
2023-08-20,Cabbage,13.44,Tambaram,Farmer H
2023-08-20,Spinach,12.99,Anna Nagar,Farmer H
2023-08-20,Cauliflower,17.94,Guindy,Farmer H
2023-08-20,Broccoli,35.77,Guindy,Farmer H
2023-08-20,Eggplant,23.28,Tambaram,Farmer B
2023-08-20,Capsicum,43.46,T. Nagar,Farmer C
2023-08-21,Tomato,19.91,Anna Nagar,Farmer I
2023-08-21,Potato,11.41,Tambaram,Farmer C
2023-08-21,Onion,32.83,Velachery,Farmer B
2023-08-21,Carrot,26.06,Thiruvanmiyur,Farmer D
2023-08-21,Cabbage,22.39,Guindy,Farmer J
2023-08-21,Spinach,8.08,Guindy,Farmer H
2023-08-21,Cauliflower,17.34,Tambaram,Farmer G
2023-08-21,Broccoli,35.12,Tambaram,Farmer D
2023-08-21,Eggplant,28.97,Tambaram,Farmer F
2023-08-21,Capsicum,41.34,Chromepet,Farmer D
2023-08-22,Tomato,24.69,Tambaram,Farmer A
2023-08-22,Potato,18.56,Kodambakkam,Farmer J
2023-08-22,Onion,28.64,Chromepet,Farmer B
2023-08-22,Carrot,21.01,Kodambakkam,Farmer B
2023-08-22,Cabbage,14.56,Guindy,Farmer E
2023-08-22,Spinach,11.41,Velachery,Farmer F
2023-08-22,Cauliflower,18.91,Chromepet,Farmer C
2023-08-22,Broccoli,36.07,Chromepet,Farmer A
2023-08-22,Eggplant,32.79,Potheri,Farmer E
2023-08-22,Capsicum,40.36,Adyar,Farmer D
2023-08-23,Tomato,23.3,Thiruvanmiyur,Farmer B
2023-08-23,Potato,12.9,Tambaram,Farmer F
2023-08-23,Onion,29.09,Kodambakkam,Farmer D
2023-08-23,Carrot,27.37,Kodambakkam,Farmer H
2023-08-23,Cabbage,20.1,Anna Nagar,Farmer C
2023-08-23,Spinach,10.93,Guindy,Farmer E
2023-08-23,Cauliflower,24.4,Kodambakkam,Farmer G
2023-08-23,Broccoli,30.5,T. Nagar,Farmer J
2023-08-23,Eggplant,23.34,Potheri,Farmer D
2023-08-23,Capsicum,42.16,Tambaram,Farmer F
2023-08-24,Tomato,15.95,Adyar,Farmer I
2023-08-24,Potato,13.11,Tambaram,Farmer J
2023-08-24,Onion,29.53,Anna Nagar,Farmer H
2023-08-24,Carrot,27.95,Tambaram,Farmer H
2023-08-24,Cabbage,17.77,Tambaram,Farmer A
2023-08-24,Spinach,12.13,Chromepet,Farmer A
2023-08-24,Cauliflower,20.8,Tambaram,Farmer I
2023-08-24,Broccoli,33.92,Tambaram,Farmer G
2023-08-24,Eggplant,23.35,Chromepet,Farmer F
2023-08-24,Capsicum,40.2,Anna Nagar,Farmer I
2023-08-25,Tomato,18.53,Chromepet,Farmer G
2023-08-25,Potato,11.6,Adyar,Farmer E
2023-08-25,Onion,26.14,Potheri,Farmer H
2023-08-25,Carrot,23.23,Guindy,Farmer B
2023-08-25,Cabbage,21.81,Adyar,Farmer F
2023-08-25,Spinach,7.59,Velachery,Farmer J
2023-08-25,Cauliflower,18.24,Velachery,Farmer B
2023-08-25,Broccoli,39.9,Anna Nagar,Farmer B
2023-08-25,Eggplant,28.1,Kodambakkam,Farmer D
2023-08-25,Capsicum,44.28,Thiruvanmiyur,Farmer J
2023-08-26,Tomato,17.26,Potheri,Farmer F
2023-08-26,Potato,12.93,Adyar,Farmer G
2023-08-26,Onion,29.1,Chromepet,Farmer D
2023-08-26,Carrot,20.19,Guindy,Farmer H
2023-08-26,Cabbage,21.25,Thiruvanmiyur,Farmer J
2023-08-26,Spinach,5.09,Guindy,Farmer F
2023-08-26,Cauliflower,24.73,Potheri,Farmer G
2023-08-26,Broccoli,30.36,Kodambakkam,Farmer A
2023-08-26,Eggplant,24.44,Thiruvanmiyur,Farmer C
2023-08-26,Capsicum,38.1,Guindy,Farmer I
2023-08-27,Tomato,18.7,Guindy,Farmer G
2023-08-27,Potato,11.11,Velachery,Farmer A
2023-08-27,Onion,31.78,T. Nagar,Farmer E
2023-08-27,Carrot,22.0,Chromepet,Farmer A
2023-08-27,Cabbage,16.6,Chromepet,Farmer J
2023-08-27,Spinach,9.22,Potheri,Farmer G
2023-08-27,Cauliflower,17.06,Anna Nagar,Farmer E
2023-08-27,Broccoli,34.83,Chromepet,Farmer B
2023-08-27,Eggplant,28.32,Thiruvanmiyur,Farmer G
2023-08-27,Capsicum,42.22,Adyar,Farmer H
2023-08-28,Tomato,22.37,Kodambakkam,Farmer E
2023-08-28,Potato,15.46,Tambaram,Farmer F
2023-08-28,Onion,27.35,T. Nagar,Farmer C
2023-08-28,Carrot,28.72,Potheri,Farmer I
2023-08-28,Cabbage,18.69,Kodambakkam,Farmer J
2023-08-28,Spinach,8.39,T. Nagar,Farmer I
2023-08-28,Cauliflower,18.85,Kodambakkam,Farmer D
2023-08-28,Broccoli,38.3,Chromepet,Farmer G
2023-08-28,Eggplant,28.84,T. Nagar,Farmer B
2023-08-28,Capsicum,44.63,Adyar,Farmer D
2023-08-29,Tomato,24.82,Guindy,Farmer A
2023-08-29,Potato,19.35,Kodambakkam,Farmer F
2023-08-29,Onion,28.64,Thiruvanmiyur,Farmer A
2023-08-29,Carrot,24.73,Chromepet,Farmer H
2023-08-29,Cabbage,19.24,Thiruvanmiyur,Farmer E
2023-08-29,Spinach,8.09,Guindy,Farmer H
2023-08-29,Cauliflower,25.91,Velachery,Farmer A
2023-08-29,Broccoli,37.32,Adyar,Farmer D
2023-08-29,Eggplant,24.98,Kodambakkam,Farmer G
2023-08-29,Capsicum,38.8,Tambaram,Farmer G
2023-08-30,Tomato,16.77,T. Nagar,Farmer B
2023-08-30,Potato,17.8,Velachery,Farmer B
